300833B2DDD9014033330009,300833B2DDD9014033330120,300833B2DDD9014033330121,300833B2DDD9014033330007,300833B2DDD9014033330008,300833B2DDD9014033330005,300833B2DDD9014033330006,300833B2DDD9014033330003,300833B2DDD9014033330004,300833B2DDD9014033330001,300833B2DDD9014033330002,300833B2DDD9014033330119,300833B2DDD9014033330110,300833B2DDD9014033330117,300833B2DDD9014033330118,300833B2DDD9014033330115,300833B2DDD9014033330116,300833B2DDD9014033330113,300833B2DDD9014033330114,300833B2DDD9014033330111,300833B2DDD9014033330112,300833B2DDD9014022220004,300833B2DDD9014022220003,300833B2DDD9014022220002,300833B2DDD9014022220001,300833B2DDD9014022220008,300833B2DDD9014022220007,300833B2DDD9014022220006,300833B2DDD9014022220005,300833B2DDD9014033330021,300833B2DDD9014033330022,300833B2DDD9014033330020,300833B2DDD9014033330029,300833B2DDD9014033330027,300833B2DDD9014022220009,300833B2DDD9014033330028,300833B2DDD9014033330025,300833B2DDD9014033330026,300833B2DDD9014033330023,300833B2DDD9014033330024,300833B2DDD9014033330010,300833B2DDD9014033330011,300833B2DDD9014033330018,300833B2DDD9014033330019,300833B2DDD9014033330016,300833B2DDD9014033330017,300833B2DDD9014033330014,300833B2DDD9014033330015,300833B2DDD9014033330012,300833B2DDD9014033330013,300833B2DDD9014022220026,300833B2DDD9014022220025,300833B2DDD9014022220024,300833B2DDD9014022220023,300833B2DDD9014022220029,300833B2DDD9014022220028,300833B2DDD9014022220027,300833B2DDD9014022220022,300833B2DDD9014022220021,300833B2DDD9014022220020,300833B2DDD9014022220015,300833B2DDD9014022220014,300833B2DDD9014022220013,300833B2DDD9014022220012,300833B2DDD9014022220019,300833B2DDD9014022220018,300833B2DDD9014022220017,300833B2DDD9014022220016,300833B2DDD9014022220011,300833B2DDD9014022220010,300833B2DDD9014022220048,300833B2DDD9014022220047,300833B2DDD9014022220046,300833B2DDD9014022220045,300833B2DDD9014033330108,300833B2DDD9014022220049,300833B2DDD9014033330109,300833B2DDD9014022220040,300833B2DDD9014022220044,300833B2DDD9014022220043,300833B2DDD9014022220042,300833B2DDD9014022220041,300833B2DDD9014033330106,300833B2DDD9014033330107,300833B2DDD9014033330104,300833B2DDD9014033330105,300833B2DDD9014033330102,300833B2DDD9014033330103,300833B2DDD9014033330100,300833B2DDD9014033330101,300833B2DDD9014022220037,300833B2DDD9014022220036,300833B2DDD9014022220035,300833B2DDD9014022220034,300833B2DDD9014022220039,300833B2DDD9014022220038,300833B2DDD9014022220033,300833B2DDD9014022220032,300833B2DDD9014022220031,300833B2DDD9014022220030,300833B2DDD9014022220069,300833B2DDD9014022220068,300833B2DDD9014022220067,300833B2DDD9014022220062,300833B2DDD9014033330090,300833B2DDD9014022220061,300833B2DDD9014033330091,300833B2DDD9014022220060,300833B2DDD9014022220066,300833B2DDD9014022220065,300833B2DDD9014022220064,300833B2DDD9014022220063,300833B2DDD9014033330087,300833B2DDD9014033330088,300833B2DDD9014033330085,300833B2DDD9014033330086,300833B2DDD9014033330083,300833B2DDD9014033330084,300833B2DDD9014033330081,300833B2DDD9014033330082,300833B2DDD9014033330089,300833B2DDD9014022220059,300833B2DDD9014022220058,300833B2DDD9014022220057,300833B2DDD9014022220056,300833B2DDD9014022220051,300833B2DDD9014022220050,300833B2DDD9014033330080,300833B2DDD9014022220055,300833B2DDD9014022220054,300833B2DDD9014022220053,300833B2DDD9014022220052,300833B2DDD9014033330076,300833B2DDD9014033330077,300833B2DDD9014033330074,300833B2DDD9014033330075,300833B2DDD9014033330072,300833B2DDD9014033330073,300833B2DDD9014033330070,300833B2DDD9014033330071,300833B2DDD9014033330078,300833B2DDD9014033330079,300833B2DDD9014022220073,300833B2DDD9014022220072,300833B2DDD9014022220071,300833B2DDD9014022220070,300833B2DDD9014022220076,300833B2DDD9014022220075,300833B2DDD9014022220074,300833B2DDD9014033330098,300833B2DDD9014033330099,300833B2DDD9014033330096,300833B2DDD9014033330094,300833B2DDD9014033330095,300833B2DDD9014033330092,300833B2DDD9014033330093,300833B2DDD9014033330043,300833B2DDD9014033330044,300833B2DDD9014033330041,300833B2DDD9014033330042,300833B2DDD9014033330040,300833B2DDD9014033330049,300833B2DDD9014033330047,300833B2DDD9014033330048,300833B2DDD9014033330045,300833B2DDD9014033330046,300833B2DDD9014033330032,300833B2DDD9014033330033,300833B2DDD9014033330030,300833B2DDD9014033330031,300833B2DDD9014033330038,300833B2DDD9014033330039,300833B2DDD9014033330036,300833B2DDD9014033330037,300833B2DDD9014033330034,300833B2DDD9014033330035,300833B2DDD9014033330065,300833B2DDD9014033330066,300833B2DDD9014033330063,300833B2DDD9014033330064,300833B2DDD9014033330061,300833B2DDD9014033330062,300833B2DDD9014033330060,300833B2DDD9014033330069,300833B2DDD9014033330067,300833B2DDD9014033330068,300833B2DDD9014033330054,300833B2DDD9014033330055,300833B2DDD9014033330052,300833B2DDD9014033330053,300833B2DDD9014033330050,300833B2DDD9014033330051,300833B2DDD9014033330058,300833B2DDD9014033330059,300833B2DDD9014033330056,300833B2DDD9014033330057,location_label,activity_label,unix_timestamp,PID
0,-60,-59,0,0,0,0,-76,0,0,0,-62,-60,-60,-67,-56,-70,-56,-61,-59,-58,0,0,0,-77,-67,0,0,0,-69,-67,-65,0,0,0,0,0,0,-60,-69,-61,-68,-63,-64,-69,-64,-62,-58,-61,0,-67,-66,0,-64,0,0,0,0,0,0,-69,0,0,-70,0,0,-69,0,0,-64,-55,0,-62,-63,-59,0,-61,-64,0,0,-73,-64,-68,-62,-65,-66,-69,-56,-72,-66,-69,0,-69,-71,-67,-68,-62,-64,-65,0,-62,0,-61,-61,0,-56,0,-58,0,-67,0,-59,0,0,0,0,0,0,0,0,0,-59,0,-64,0,-61,0,0,0,0,-55,-69,0,0,0,0,-67,0,-68,0,-75,0,-65,-63,-58,-68,-61,-62,-71,-63,-61,-68,0,0,0,0,-62,-66,-57,-63,-61,0,-62,0,0,-69,0,-65,-62,-60,-57,0,0,-73,0,-62,0,0,-66,0,-66,0,0,-65,0,0,-69,0,0,0,0,0,0,0,-63,0,TRA,TRA,1564495332447,PID002D
0,-60,-59,0,0,0,0,-76,0,0,0,-70,-60,-60,-67,-56,-70,-56,-61,-59,-58,0,0,0,-77,-66,0,0,0,-69,-67,-65,0,0,0,0,0,0,-60,-69,-61,-68,-63,-64,-69,-64,-62,-58,-61,0,-67,-67,0,-64,0,0,0,0,0,0,-69,0,0,-70,0,0,-69,0,0,-64,-55,0,-62,-63,-59,0,-61,-64,0,0,-73,-64,-68,-62,-65,-66,-69,-56,-72,-72,-69,0,-69,-71,-67,-68,-62,-65,-65,0,-62,0,-61,-61,0,-56,0,-58,0,-67,0,-59,0,0,0,0,0,0,0,0,0,-59,0,-64,0,-61,0,0,0,0,-55,-69,0,0,0,0,-68,0,-70,0,-75,0,-65,-63,-58,-68,-61,-62,-71,-63,-61,-68,0,0,0,0,-62,-66,-57,-63,-61,0,-62,0,0,-69,0,-65,-62,-60,-57,0,0,-73,0,-62,0,0,-66,0,-63,0,0,-65,0,0,-69,0,0,0,0,0,0,0,-66,0,TRA,TRA,1564495333455,PID002D
-77,-58,-61,0,0,0,0,-65,0,0,0,-62,-60,-62,-67,-57,-71,-56,-63,-58,-59,0,0,0,-77,-66,0,0,0,-67,-66,-62,0,0,0,0,0,0,-61,-69,-59,-67,-66,-64,-69,-68,-61,-65,-63,0,-67,-67,0,-63,0,0,0,0,0,0,-69,0,0,-70,0,0,-69,0,0,-64,-56,0,-63,-61,-58,0,-60,-64,0,0,-73,-66,-64,-64,-69,-63,-69,-56,-64,-68,0,0,-69,-71,-66,-68,-61,-65,-65,0,-63,0,-60,-61,0,-57,0,-58,0,-66,0,-59,0,0,0,0,0,0,0,0,0,-59,0,-62,0,-60,0,0,0,0,-55,-69,0,0,0,0,-68,0,-67,0,-75,0,-65,-62,-58,-68,-63,-63,-71,-63,-62,-68,0,0,0,0,-62,-67,-57,-65,-60,0,-60,0,0,-66,0,-63,-61,-60,-57,0,0,-71,0,-62,0,0,-66,0,-63,0,0,-64,0,0,-70,0,0,0,0,0,0,0,-66,0,TRA,TRA,1564495334464,PID002D
-77,-58,-61,0,0,0,0,-65,0,0,0,-62,-60,-62,-67,-57,-71,-56,-63,-58,-59,0,0,0,-77,-68,0,0,0,-67,-66,-62,0,0,0,0,0,0,-61,-69,-59,-67,-66,-64,-69,-68,-61,-65,-63,0,-67,-68,0,-63,0,0,0,0,0,0,-69,0,0,-69,0,0,-67,0,0,-65,-55,0,-64,-61,-58,0,-60,-65,0,0,-73,-65,-64,-64,-69,-63,-69,-56,-64,-68,0,0,-71,-71,-68,-68,-62,-65,-65,0,-62,0,-61,-62,0,-57,0,-58,0,-67,0,-59,0,0,0,0,0,0,0,0,0,-59,0,-62,0,-61,0,0,0,0,-55,-69,0,0,0,0,-68,0,-67,0,-75,0,-65,-62,-58,-69,-64,-62,-71,-63,-62,-68,0,0,0,0,-62,-67,-57,-65,-60,0,-60,0,0,-66,0,-63,-61,-60,-57,0,0,-71,0,-62,0,0,-66,0,-63,0,0,-64,0,0,-70,0,0,0,0,0,0,0,-66,0,TRA,TRA,1564495335479,PID002D
-77,-58,-61,0,0,0,0,-65,0,0,0,-71,-59,-62,-67,-55,-71,-58,-63,-57,-60,0,0,0,-77,-68,0,0,0,-67,-66,-62,0,0,0,0,0,0,-62,-69,-59,-67,-60,-64,-69,-68,-61,-55,-63,0,-67,-68,0,-63,0,0,0,0,0,0,-69,0,0,-69,0,0,-67,0,0,-65,-55,0,-64,-61,-60,0,-61,-65,0,0,-73,-65,-64,-64,-69,-63,-69,-58,-64,-72,0,0,-71,0,-68,-68,-62,-65,-65,0,-62,0,-61,-62,0,-57,0,-58,0,-67,0,-59,0,0,0,0,0,0,0,0,0,-59,0,-62,0,-61,0,0,0,0,-55,-69,0,0,0,0,-67,0,-70,0,-75,0,-65,-62,-58,-69,-64,-62,-71,-63,-61,-67,0,0,0,0,-62,-67,-57,-65,-60,0,-59,0,0,-66,0,-63,-61,-60,-57,0,0,-71,0,-62,0,0,-66,0,-66,0,0,-64,0,0,-70,0,0,0,0,0,0,0,-66,0,TRA,TRA,1564495336493,PID002D
-71,-59,-60,0,0,0,0,-61,0,0,0,-65,-63,-71,-67,-57,-69,-59,-66,-57,-65,0,0,0,-77,-68,0,0,0,-67,-70,-62,0,0,0,0,-68,0,-60,-70,-57,-68,-65,-66,-71,-71,-66,-59,-63,0,-67,-68,0,-63,0,0,0,0,0,0,-69,0,0,-69,0,0,-67,0,0,-65,-55,0,-63,-61,-65,0,-61,-65,0,0,-73,-64,-64,-67,-71,-60,-69,-59,-67,-64,0,0,-71,0,-68,-68,-62,-65,-65,0,-62,0,-60,-62,0,-57,0,-58,0,-65,0,-58,0,0,0,0,0,0,0,0,0,-58,0,-64,0,-61,0,0,0,0,-55,-69,0,0,0,0,-67,0,-68,0,-75,0,-66,-64,-57,-69,-63,-63,-71,-69,-76,-67,0,0,0,0,-64,-69,-58,-62,-60,0,-61,0,0,-68,0,-63,-61,-64,-61,0,0,-64,0,-63,0,0,-66,0,-66,0,0,-68,0,0,-69,0,0,0,0,0,0,0,-66,0,TRA,TRA,1564495337509,PID002D
-71,-59,-60,0,0,0,0,-61,0,0,0,-65,-63,-71,-67,-57,-69,-59,-66,-57,-65,0,0,0,-77,-67,0,0,0,-67,-70,-62,0,0,0,0,-68,0,-60,-70,-57,-68,-65,-66,-71,-71,-66,-59,-63,0,-66,-66,0,-62,0,0,0,0,0,0,-69,0,0,-70,0,0,-68,0,0,-64,-55,0,-62,-63,-65,0,-61,-67,0,0,-73,-64,-64,-67,-71,-60,-69,-59,-67,-64,0,0,-71,0,-65,-68,-61,-65,-64,0,-62,0,-59,-60,0,-57,0,-58,0,-65,0,-58,0,0,0,0,0,0,0,0,0,-59,0,-63,0,-60,0,0,0,0,-54,-69,0,0,0,0,-67,0,-68,0,-75,0,-67,-63,-57,-68,-64,-63,-71,-69,-76,-67,0,0,0,0,-64,-69,-58,-62,-60,0,-61,0,0,-68,0,-63,-61,-64,-61,0,0,-64,0,-63,0,0,-66,0,-66,0,0,-68,0,0,-69,0,0,0,0,0,0,0,-66,0,TRA,TRA,1564495338518,PID002D
-71,-59,-60,0,0,0,0,-65,0,0,0,-65,-63,-71,-60,-57,-69,-55,-66,-57,-58,0,0,0,-77,-67,0,0,0,-67,-70,-62,0,0,0,0,-68,0,-63,-70,-58,-68,-65,-66,-71,-71,-66,-59,-62,0,-66,-66,0,-62,0,0,0,0,0,0,-69,0,0,-70,0,0,-68,0,0,-64,-55,0,-62,-63,-60,0,-61,-67,0,0,-73,-64,-64,-67,-71,-60,-69,-57,-67,-63,0,0,-71,0,-65,-68,-61,-65,-64,0,-62,0,-59,-60,0,-57,0,-58,0,-65,0,-58,0,0,0,0,0,0,0,0,0,-59,0,-63,0,-60,0,0,0,0,-54,-69,0,0,0,0,-68,0,-68,0,-75,0,-67,-63,-57,-68,-64,-63,-71,-61,-76,-66,0,0,0,0,-61,-69,-58,-65,-62,0,-60,0,0,-68,0,-63,-61,-60,-59,0,0,-64,0,-63,0,0,-66,0,-66,0,0,-68,0,0,-69,0,0,0,0,0,0,0,-66,0,TRA,TRA,1564495339539,PID002D
-72,-59,-60,0,0,0,0,-66,0,0,0,-63,-68,-60,-59,-57,-63,-56,-66,-57,-58,0,0,0,-77,-67,0,0,0,-67,-68,-63,0,0,0,0,-68,0,-61,-69,-60,-68,-64,-63,-71,-69,-65,-58,-62,0,-66,-66,0,-64,0,0,0,0,0,0,-69,0,0,-69,0,0,-68,0,0,-64,-55,0,-62,-61,-58,0,-62,-65,0,0,-73,-66,-64,-61,-71,-60,-74,-57,-62,-65,0,0,-71,0,-65,-68,-63,-65,-64,0,-62,0,-61,-62,0,-57,0,-58,0,-67,0,-58,0,0,0,0,0,0,0,0,0,-59,0,-62,0,-61,0,0,0,0,-54,-70,0,0,0,0,-68,0,-69,0,-75,0,-66,-62,-57,-69,-62,-63,-71,-60,-69,-66,0,0,0,0,-61,-69,-58,-64,-61,0,-59,0,0,-69,0,-70,-65,-60,-59,0,0,-71,0,-62,0,0,-66,0,-66,0,0,-70,0,0,-69,0,0,-66,0,0,0,0,-66,0,TRA,TRA,1564495340567,PID002D
-72,-59,-60,0,0,0,0,-66,0,0,0,-63,-68,-60,-59,-57,-63,-56,-66,-57,-58,0,0,0,-77,-68,0,0,0,-67,-68,-63,0,0,0,0,-68,0,-61,-69,-60,-68,-64,-63,-71,-69,-65,-58,-62,0,-66,-66,0,-62,0,0,0,0,0,0,-69,0,0,-70,0,0,-68,0,0,-64,-56,0,-61,-62,-58,0,-62,-64,0,0,-74,-65,-64,-61,-71,-60,-74,-57,-62,-65,0,0,-69,0,-65,-67,-63,-65,-66,0,-61,0,-62,-61,0,-57,0,-57,0,-65,0,-59,0,0,0,0,0,0,0,0,0,-59,0,-63,0,-62,0,0,0,0,-55,-69,0,0,0,0,-68,0,-69,0,-75,0,-66,-64,-58,-66,-63,-62,-71,-60,-69,-66,0,0,0,0,-61,-69,-58,-64,-61,0,-59,0,0,-69,0,-70,-65,-60,-59,0,0,-71,0,-62,0,0,-66,0,-66,0,0,-70,0,0,-69,0,0,-66,0,0,0,0,-66,0,TRA,TRA,1564495341580,PID002D
-72,-58,-60,0,0,0,0,-64,0,0,0,-63,-65,-61,-60,-57,-63,-56,-66,-57,-58,0,0,0,-77,-68,0,0,0,-65,-68,-61,0,0,0,0,-68,0,-61,-69,-59,-68,-63,-64,-71,-68,-65,-59,-62,0,-66,-66,0,-62,0,0,0,0,0,0,-69,0,0,-70,0,0,-68,0,0,-64,-56,0,-61,-62,-59,0,-63,-64,0,0,-74,-65,-64,-62,-71,-60,-74,-57,-62,-62,0,0,-69,0,-65,-67,-63,-65,-66,0,-61,0,-62,-61,0,-57,0,-57,0,-65,0,-59,0,0,0,0,0,0,0,0,0,-59,0,-63,0,-62,0,0,0,0,-55,-69,0,0,0,0,-68,0,-69,0,0,0,-66,-64,-58,-66,-63,-62,-71,-61,-69,-67,0,0,0,0,-62,-70,-58,-64,-60,0,-60,0,0,-69,0,-70,-63,-60,-58,0,0,-71,0,-62,0,0,-65,0,-66,0,0,-70,0,0,-69,0,0,-66,0,0,0,0,-66,0,TRA,TRA,1564495342586,PID002D
-72,-59,-60,0,0,0,0,-63,0,0,0,-62,-67,-62,-61,-58,-61,-56,-66,-57,-59,0,0,0,0,-68,0,0,0,-65,-67,-61,0,0,0,0,-68,0,-62,-69,-58,-68,-62,-63,-71,-68,-65,-55,-62,0,-66,-66,0,-63,0,0,0,0,0,0,-69,0,0,-69,0,0,-68,0,0,-64,-55,0,-62,-62,-57,0,-63,-66,0,0,-74,-63,-64,-62,-71,-68,-74,-57,-61,-63,0,0,-69,0,-64,-67,-63,-65,-66,0,-62,0,-61,-62,0,-57,0,-58,0,-67,0,-59,0,0,0,0,0,0,0,0,0,-59,0,-62,0,-61,0,0,0,0,-55,-69,0,0,0,0,-68,0,-69,0,0,0,-67,-63,-58,-68,-63,-61,-71,-61,-69,-67,0,0,0,0,-61,-69,-58,-64,-61,0,-60,0,0,-69,0,-70,-62,-60,-58,0,0,-71,0,-61,0,0,-65,0,-66,0,0,-69,0,0,-68,0,0,-66,0,0,0,0,-66,0,TRA,TRA,1564495343597,PID002D
-72,-59,-60,0,0,0,0,-63,0,0,0,-62,-67,-62,-61,-58,-61,-56,-66,-57,-59,0,0,0,0,-67,0,0,0,-65,-67,-61,0,0,0,0,-68,0,-62,-69,-58,-68,-62,-63,-71,-68,-65,-55,-62,0,-68,-67,0,-63,0,0,0,0,0,0,-69,0,0,-70,0,0,-68,0,0,-64,-55,0,-62,-62,-57,0,-63,-66,0,0,-73,-63,-64,-62,-71,-68,-74,-57,-61,-63,0,0,-71,0,-64,-68,-63,-66,-66,0,-62,0,-61,-62,0,-57,0,-58,0,-67,0,-59,0,0,0,0,0,0,0,0,0,-59,0,-62,0,-61,0,0,0,0,-55,-68,0,0,0,0,-68,0,-69,0,0,0,-67,-63,-58,-68,-63,-61,-71,-61,-69,-67,0,0,0,0,-61,-69,-58,-64,-61,0,-60,0,0,-69,0,-70,-62,-60,-58,0,0,-71,0,-61,0,0,-66,0,-66,0,0,-69,0,0,-68,0,0,-66,0,0,0,0,-64,0,bedroom_location_bed,activity_sleeping,1564495344607,PID002D
-72,-58,-61,0,0,0,0,-63,0,0,0,-62,-68,-62,-59,-57,-64,-56,-66,-57,-59,0,0,0,0,-67,0,0,0,-67,-65,-63,0,0,0,0,-68,0,-62,-69,-60,-68,-63,-66,-72,-69,-65,-58,-63,0,-68,-67,0,-63,0,0,0,0,0,0,-69,0,0,-70,0,0,-68,0,0,-64,-55,0,-62,-62,-59,0,-63,-66,0,0,-73,-63,-64,-62,-71,-68,-74,-58,-63,-62,0,0,-71,0,-64,-68,-63,-66,-66,0,-62,0,-61,-62,0,-57,0,-58,0,-67,0,-59,0,0,0,0,0,0,0,0,0,-59,0,-62,0,-61,0,0,0,0,-55,-68,0,0,0,0,-67,0,-69,0,0,0,-67,-63,-58,-68,-63,-61,-71,-61,-70,-67,0,0,0,0,-62,-69,-58,-66,-60,0,-60,0,0,-69,0,-70,-63,-59,-58,0,0,-72,0,-62,0,0,-66,0,-66,0,0,-70,0,0,-69,0,0,-66,0,0,0,0,-65,0,bedroom_location_bed,activity_sleeping,1564495345615,PID002D
-72,-59,-62,0,0,0,0,-65,0,0,0,-63,-68,-61,-58,-58,-62,-56,-66,-57,-58,0,0,0,0,-67,0,0,0,-67,-65,-62,0,0,0,0,-68,0,-61,-69,-60,-68,-64,-66,-71,-69,-67,-58,-60,0,-68,-67,0,-63,0,0,0,0,0,0,-69,0,0,-70,0,0,-68,0,0,-64,-55,0,-61,-62,-58,0,-60,-66,0,0,-74,-66,-64,-61,-71,-68,-74,-58,-61,-63,0,0,-70,0,-65,-68,-61,-66,-66,0,-62,0,-60,-61,0,-57,0,-58,0,-66,0,-59,0,0,0,0,0,0,0,0,0,-59,0,-63,0,-61,0,0,0,0,-54,-69,0,0,0,0,-67,0,-68,0,0,0,-68,-62,-58,-69,-64,-63,-72,-60,-69,-67,0,0,0,0,-61,-69,-58,-64,-60,0,-60,0,0,-69,0,-70,-63,-60,-59,0,0,-72,0,-61,0,0,-66,0,-66,0,0,-70,0,0,-69,0,0,-66,0,0,0,0,-65,0,bedroom_location_bed,activity_sleeping,1564495346627,PID002D
-72,-59,-62,0,0,0,0,-65,0,0,0,-72,-68,-61,-58,-58,-62,-56,-66,-57,-58,0,0,0,0,-68,0,0,0,-67,-65,-62,0,0,0,0,-68,0,-61,-69,-60,-68,-64,-66,-71,-69,-67,-58,-60,0,-68,-66,0,-63,0,0,0,0,0,0,-69,0,0,-70,0,0,-70,0,0,-64,-55,0,-61,-62,-58,0,-60,-66,0,0,-74,-66,-64,-61,-71,-68,-74,-58,-61,-71,0,0,-71,0,-65,-68,-61,-65,-65,0,-62,0,-60,-61,0,-57,0,-58,0,-66,0,-59,0,0,0,0,0,0,0,0,0,-59,0,-63,0,-61,0,0,0,0,-54,-69,0,0,0,0,-68,0,-68,0,0,0,-68,-62,-58,-69,-64,-63,-72,-60,-69,-67,0,0,0,0,-61,-69,-58,-64,-60,0,-60,0,0,-69,0,-70,-63,-60,-59,0,0,-72,0,-61,0,0,-64,0,-66,0,0,-70,0,0,-69,0,0,-66,0,0,0,0,-66,0,bedroom_location_bed,activity_sleeping,1564495347645,PID002D
-71,-59,-62,0,0,0,0,-64,0,0,0,-64,-68,-61,-61,-58,-61,-56,-65,-57,-60,0,0,0,0,-68,0,0,0,-64,-65,-63,0,0,0,0,-68,0,-62,-69,-59,-68,-63,-64,-72,-69,-66,-58,-62,0,-68,-66,0,-63,0,0,0,0,0,0,-69,0,0,-70,0,0,-70,0,0,-64,-55,0,-61,-62,-59,0,-62,-66,0,0,-74,-66,-64,-63,-71,-68,-74,-57,-62,-65,0,0,-71,0,-65,-68,-61,-65,-65,0,-62,0,-60,-61,0,-57,0,-58,0,-66,0,-59,0,0,0,0,0,0,0,0,0,-59,0,-63,0,-61,0,0,0,0,-54,-69,0,0,0,0,-67,0,-69,0,0,0,-68,-62,-58,-69,-64,-63,-72,-61,-69,-67,0,0,0,0,-62,-69,-58,-63,-60,0,-60,0,0,-69,0,-70,-63,-60,-58,0,0,-73,0,-62,0,0,-66,0,-66,0,0,-70,0,0,-69,0,0,-66,0,0,0,0,-66,0,bedroom_location_bed,activity_sleeping,1564495348652,PID002D
-72,-58,-61,0,0,0,0,-62,0,0,0,-60,-66,-60,-61,-57,-61,-55,-61,-57,-59,0,0,0,0,-68,0,0,0,-67,-68,-63,0,0,0,0,-68,0,-62,-69,-58,-68,-63,-64,-72,-70,-64,-55,-62,0,-68,-66,0,-63,0,0,0,0,0,0,-69,0,0,-70,0,0,-70,0,0,-64,-55,0,-63,-61,-59,0,-62,-67,0,0,-74,-67,-64,-60,-71,-68,-74,-56,-64,-66,0,0,-70,0,-67,-68,-62,-65,-65,0,-62,0,-60,-62,0,-57,0,-58,0,-66,0,-58,0,0,0,0,0,0,0,0,0,-58,0,-62,0,-61,0,0,0,0,-55,-69,0,0,0,0,-67,0,-69,0,0,0,-68,-62,-57,-69,-66,-62,-70,-60,-70,-67,0,0,0,0,-65,-69,-58,-63,-62,0,-60,0,0,-69,0,-69,-63,-59,-59,0,0,-74,0,-62,0,0,-66,0,-66,0,0,-69,0,0,-68,0,0,-66,0,0,0,0,-66,0,bedroom_location_bed,activity_sleeping,1564495349660,PID002D
-72,-58,-61,0,0,0,0,-62,0,0,0,-60,-66,-60,-61,-57,-61,-55,-61,-57,-59,0,0,0,0,-67,0,0,0,-67,-68,-63,0,0,0,0,-68,0,-62,-69,-58,-68,-63,-64,-72,-70,-64,-55,-62,0,-67,-66,0,-63,0,0,0,0,0,0,-69,0,0,-70,0,0,-68,0,0,-65,-55,0,-63,-61,-59,0,-62,-67,0,0,-74,-67,-64,-60,-71,-68,-74,-56,-64,-72,0,0,-70,0,-67,-68,-62,-65,-65,0,-62,0,-60,-62,0,-57,0,-58,0,-66,0,-58,0,0,0,0,0,0,0,0,0,-58,0,-62,0,-61,0,0,0,0,-55,-69,0,0,0,0,-67,0,-69,0,0,0,-68,-62,-57,-69,-66,-62,-70,-60,-70,-67,0,0,0,0,-65,-69,-58,-63,-62,0,-60,0,0,-69,0,-69,-63,-59,-59,0,0,-74,0,-62,0,0,-66,0,-65,0,0,-69,0,0,-68,0,0,-66,0,0,0,0,-65,0,bedroom_location_bed,activity_sleeping,1564495350675,PID002D
-72,-58,-61,0,0,0,0,-65,0,0,0,-63,-65,-61,-60,-57,-62,-55,-63,-57,-59,0,0,0,0,-67,0,0,0,-65,-69,-64,0,0,0,0,-68,0,-62,-68,-58,-68,-63,-65,-72,-69,-66,-59,-62,0,-67,-66,0,-63,0,0,0,0,0,0,-69,0,0,-70,0,0,-68,0,0,-65,-55,0,-63,-61,-58,0,-62,-67,0,0,-74,-67,-64,-61,-71,-68,-73,-56,-62,-64,0,0,-70,0,-67,-68,-62,-65,-65,0,-62,0,-60,-62,0,-57,0,-58,0,-66,0,-58,0,0,0,0,0,0,0,0,0,-58,0,-62,0,-61,0,0,0,0,-55,-69,0,0,0,0,-68,0,-69,0,0,0,-68,-62,-57,-69,-66,-62,-70,-61,-69,-66,0,0,0,0,-65,-70,-58,-65,-60,0,-60,0,0,-69,0,-71,-63,-60,-58,0,0,-72,0,-63,0,0,-65,0,-63,0,0,-70,0,0,-69,0,0,-67,0,0,0,0,-64,0,bedroom_location_bed,activity_sleeping,1564495351685,PID002D
-71,-58,-61,0,0,0,0,-65,0,0,0,-63,-65,-61,-60,-57,-62,-55,-63,-57,-59,0,0,0,0,-67,0,0,0,-65,-69,-64,0,0,0,0,-68,0,-62,-69,-58,-68,-63,-65,-72,-68,-66,-59,-62,0,-67,-66,0,-63,0,0,0,0,0,0,-69,0,0,-69,0,0,-68,0,0,-65,-55,0,-62,-62,-58,0,-62,-66,0,0,-73,-65,-64,-61,-71,-68,-71,-56,-62,-64,0,0,-70,0,-63,-68,-63,-65,-65,0,-63,0,-61,-61,0,-57,0,-58,0,-65,0,-60,0,0,0,0,0,0,0,0,0,-59,0,-63,0,-61,0,0,0,0,-54,-69,0,0,0,0,-68,0,-69,0,0,0,-68,-62,-57,-69,-63,-61,-71,-61,-70,-66,0,0,0,0,-65,-70,-58,-65,-60,0,-60,0,0,-69,0,-71,-63,-60,-58,0,0,-72,0,-63,0,0,-65,0,-63,0,0,-70,0,0,-69,0,0,-66,0,0,0,0,-64,0,bedroom_location_bed,activity_sleeping,1564495352697,PID002D
-71,-58,-61,0,0,0,0,-65,0,0,0,-63,-65,-61,-60,-57,-62,-55,-63,-57,-59,0,0,0,0,-66,0,0,0,-65,-69,-64,0,0,0,0,-68,0,-62,-69,-58,-68,-63,-65,-72,-68,-66,-59,-62,0,-68,-66,0,-63,0,0,0,0,0,0,-69,0,0,-69,0,0,-68,0,0,-65,-55,0,-62,-62,-58,0,-62,-66,0,0,-74,-65,-64,-61,-71,-68,-71,-56,-62,-71,0,0,-70,0,-63,-68,-63,-64,-65,0,-63,0,-61,-61,0,-57,0,-58,0,-65,0,-60,0,0,0,0,0,0,0,0,0,-59,0,-63,0,-61,0,0,0,0,-54,-70,0,0,0,0,-68,0,-69,0,0,0,-68,-62,-57,-69,-63,-61,-72,-61,-70,-67,0,0,0,0,-65,-70,-58,-65,-60,0,-60,0,0,-69,0,-71,-63,-60,-58,0,0,-72,0,-63,0,0,-66,0,-66,0,0,-70,0,0,-69,0,0,-66,0,0,0,0,-66,0,bedroom_location_bed,activity_sleeping,1564495353707,PID002D
